analysis_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	analysis_type	reference_genome	pipeline_name	pipeline_version	cell_type	tissue_type	disease	dev_stage	host	host_sex	age	experimental_factor	first_public	submitted_ftp	submitted_md5	submitted_bytes	submitted_aspera	generated_ftp	generated_md5	generated_bytes	generated_aspera
ERZ312788	PRJEB9586	SAMEA3302674		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312788/LP6005441-DNA_C10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312788/LP6005441-DNA_C10.srt.aln.bam.bai	0ca0a3264a8ce5d909ec4e8c2e93a7b5;2b6eeb3c8f7da028e85561ac7f5d84df	105529083023;8877672	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312788/LP6005441-DNA_C10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312788/LP6005441-DNA_C10.srt.aln.bam.bai				
ERZ312789	PRJEB9586	SAMEA3302890		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312789/LP6005441-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312789/LP6005441-DNA_D01.srt.aln.bam.bai	e7f4d4ed7965742d57190b7b34889f10;12e875d16c74bcf83da908c4a5b7073c	112787914876;8881208	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312789/LP6005441-DNA_D01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312789/LP6005441-DNA_D01.srt.aln.bam.bai				
ERZ312794	PRJEB9586	SAMEA3302906		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312794/LP6005441-DNA_D06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312794/LP6005441-DNA_D06.srt.aln.bam.bai	b1e5201138dfb85700cf0c596f5e14db;5f9ffd943d4d2e0ab50c9af4715db60c	102903040743;8861616	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312794/LP6005441-DNA_D06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312794/LP6005441-DNA_D06.srt.aln.bam.bai				
ERZ312795	PRJEB9586	SAMEA3302713		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312795/LP6005441-DNA_D09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312795/LP6005441-DNA_D09.srt.aln.bam.bai	8afc3a19a22a33e1c381ce4c3c2de979;1ca7463504ff0e31db299e4855b6ac12	97769219598;8839128	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312795/LP6005441-DNA_D09.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312795/LP6005441-DNA_D09.srt.aln.bam.bai				
ERZ312797	PRJEB9586	SAMEA3302813		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312797/LP6005441-DNA_D11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312797/LP6005441-DNA_D11.srt.aln.bam.bai	e75bfc2e3ac550adfdbe47f411a00d70;228ad97ade012d58d615250c7d942aa4	80985839756;8837712	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312797/LP6005441-DNA_D11.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312797/LP6005441-DNA_D11.srt.aln.bam.bai				
ERZ312800	PRJEB9586	SAMEA3302798		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312800/LP6005441-DNA_E03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312800/LP6005441-DNA_E03.srt.aln.bam.bai	8f9104c6fe31dca22e144730468fbc37;9e309180e69ee8f4524ceea5c1be7d7e	104630551439;8878808	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312800/LP6005441-DNA_E03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312800/LP6005441-DNA_E03.srt.aln.bam.bai				
ERZ312804	PRJEB9586	SAMEA3302653		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312804/LP6005441-DNA_E08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312804/LP6005441-DNA_E08.srt.aln.bam.bai	7e85be2c316b2099752a192e2712d876;d04cd30063c0a76dd31e77bb4a34f652	108220614705;8860248	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312804/LP6005441-DNA_E08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312804/LP6005441-DNA_E08.srt.aln.bam.bai				
ERZ312809	PRJEB9586	SAMEA3302749		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312809/LP6005441-DNA_F05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312809/LP6005441-DNA_F05.srt.aln.bam.bai	8c0a1ae7ce9dada8aaf4866d5e8ee2d7;738510712624afa2de8480b96a3e57a9	161842194772;8916784	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312809/LP6005441-DNA_F05.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312809/LP6005441-DNA_F05.srt.aln.bam.bai				
ERZ312818	PRJEB9586	SAMEA3302880		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312818/LP6005441-DNA_G05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312818/LP6005441-DNA_G05.srt.aln.bam.bai	1d7794908215cb9bd5c1853f55a068b0;1c1e95a8573cc40614b3f6886fa36ee2	110791210130;8868832	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312818/LP6005441-DNA_G05.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312818/LP6005441-DNA_G05.srt.aln.bam.bai				
ERZ312820	PRJEB9586	SAMEA3302866		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312820/LP6005441-DNA_G07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312820/LP6005441-DNA_G07.srt.aln.bam.bai	dddc16bb4636f51b4163f992928f0312;02b684c5cb22b323c86b1bc98ade043e	94535688436;8847456	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312820/LP6005441-DNA_G07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312820/LP6005441-DNA_G07.srt.aln.bam.bai				
ERZ312822	PRJEB9586	SAMEA3302646		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312822/LP6005441-DNA_G09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312822/LP6005441-DNA_G09.srt.aln.bam.bai	d506e60509dd546db30c869dc1256485;48c632500f9fa5962681dee1d9698f5c	108866535125;8869400	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312822/LP6005441-DNA_G09.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312822/LP6005441-DNA_G09.srt.aln.bam.bai				
ERZ312823	PRJEB9586	SAMEA3302786		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312823/LP6005441-DNA_G10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312823/LP6005441-DNA_G10.srt.aln.bam.bai	5350b5c6926d16b0410794b63853e0bf;e862a417deb6c7bf29c39d35907d631f	111542106450;8870256	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312823/LP6005441-DNA_G10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312823/LP6005441-DNA_G10.srt.aln.bam.bai				
ERZ312828	PRJEB9586	SAMEA3302904		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312828/LP6005441-DNA_H07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312828/LP6005441-DNA_H07.srt.aln.bam.bai	00295fda09b23b58a31ca379c128f4cb;da7d75852fb6d3f7476c31a65f0755bc	115861751314;8843712	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312828/LP6005441-DNA_H07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312828/LP6005441-DNA_H07.srt.aln.bam.bai				
ERZ312830	PRJEB9586	SAMEA3302897		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312830/LP6005441-DNA_H09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312830/LP6005441-DNA_H09.srt.aln.bam.bai	e1bbf20d08a9bc34eb622858216b3cb7;89e7df87303a0f0e6ff4116330605398	109695107495;8870624	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312830/LP6005441-DNA_H09.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312830/LP6005441-DNA_H09.srt.aln.bam.bai				
ERZ312832	PRJEB9586	SAMEA3302632		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312832/LP6005442-DNA_A02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312832/LP6005442-DNA_A02.srt.aln.bam.bai	a2a1e1db991460313013e1259099126b;acd34283e6996deb3a902ebc08053ed7	83617622165;8862336	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312832/LP6005442-DNA_A02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312832/LP6005442-DNA_A02.srt.aln.bam.bai				
ERZ312834	PRJEB9586	SAMEA3302649		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312834/LP6005442-DNA_A08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312834/LP6005442-DNA_A08.srt.aln.bam.bai	7930e5db504879234d3517c47ab93bc7;b4b2cc7c6a366350e9a3eecb762aa621	92557637195;8878216	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312834/LP6005442-DNA_A08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312834/LP6005442-DNA_A08.srt.aln.bam.bai				
ERZ312838	PRJEB9586	SAMEA3302835		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312838/LP6005442-DNA_B02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312838/LP6005442-DNA_B02.srt.aln.bam.bai	8c5562d74fdc48fba6aae0a46f5f12d2;94d747478e364a4847a728b792b6da68	87336564647;8844432	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312838/LP6005442-DNA_B02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312838/LP6005442-DNA_B02.srt.aln.bam.bai				
ERZ312840	PRJEB9586	SAMEA3302678		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312840/LP6005442-DNA_B08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312840/LP6005442-DNA_B08.srt.aln.bam.bai	352922944a85d7d6b2701624ff9df797;b3cb1a9b6999045b410b16ef7dce6787	90704858019;8854752	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312840/LP6005442-DNA_B08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312840/LP6005442-DNA_B08.srt.aln.bam.bai				
ERZ312841	PRJEB9586	SAMEA3302881		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312841/LP6005442-DNA_B10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312841/LP6005442-DNA_B10.srt.aln.bam.bai	b1d2da726fed640ac2d1573b17d60366;15a721167dd834c319cfd3d3ad11f788	105093605961;8844872	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312841/LP6005442-DNA_B10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312841/LP6005442-DNA_B10.srt.aln.bam.bai				
ERZ312843	PRJEB9586	SAMEA3302885		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312843/LP6005442-DNA_B12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312843/LP6005442-DNA_B12.srt.aln.bam.bai	7603a29c1654d50e334ab3c9c0dd5d4b;93d18c66d983b6c8d28b94c638e99398	83748283973;8829408	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312843/LP6005442-DNA_B12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312843/LP6005442-DNA_B12.srt.aln.bam.bai				
ERZ312845	PRJEB9586	SAMEA3302874		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312845/LP6005442-DNA_C04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312845/LP6005442-DNA_C04.srt.aln.bam.bai	645cdc58001f7149c24d667a628a977e;79cb8091b9fd08a74f14cd387df2a4af	90522698882;8851120	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312845/LP6005442-DNA_C04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312845/LP6005442-DNA_C04.srt.aln.bam.bai				
ERZ312846	PRJEB9586	SAMEA3302751		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312846/LP6005442-DNA_C10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312846/LP6005442-DNA_C10.srt.aln.bam.bai	838f1aa76b84414454e93612839b892e;c4847e8dfafde8dcfad7a09e7f3ddf64	89473392207;8860192	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312846/LP6005442-DNA_C10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312846/LP6005442-DNA_C10.srt.aln.bam.bai				
ERZ324260	PRJEB9586	SAMEA3302781		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324260/LP6005442-DNA_E12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324260/LP6005442-DNA_E12.srt.aln.bam.bai	a8d3da8941015692753cd79f079d6b95;ff83468661872779c89a0c43693ce2ec	102733415339;8836928	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324260/LP6005442-DNA_E12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324260/LP6005442-DNA_E12.srt.aln.bam.bai				
ERZ324261	PRJEB9586	SAMEA3302706		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324261/LP6005442-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324261/LP6005442-DNA_F01.srt.aln.bam.bai	c64168a0d9b5006263e263c71ed71dd0;17054d7d8363ee2a2dcd300fed8a22e3	113865014077;8915448	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324261/LP6005442-DNA_F01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324261/LP6005442-DNA_F01.srt.aln.bam.bai				
ERZ324269	PRJEB9586	SAMEA3302624		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324269/LP6005442-DNA_G02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324269/LP6005442-DNA_G02.srt.aln.bam.bai	ceb99758ba60665e2de07481c337dce9;6e306841ff4d44475a6b14ea3c415e3b	96467179032;8859040	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324269/LP6005442-DNA_G02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324269/LP6005442-DNA_G02.srt.aln.bam.bai				
ERZ324270	PRJEB9586	SAMEA3302679		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324270/LP6005442-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324270/LP6005442-DNA_G03.srt.aln.bam.bai	9a82f953a06d9e16c599cdc00ef54586;6fb8e0b557f21ca4c7f46fefd935eaed	85639524426;8864240	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324270/LP6005442-DNA_G03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324270/LP6005442-DNA_G03.srt.aln.bam.bai				
ERZ324271	PRJEB9586	SAMEA3302843		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324271/LP6005442-DNA_G04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324271/LP6005442-DNA_G04.srt.aln.bam.bai	5a187657c6213d2757278bca0f6ace74;13e338dc10eb9a5da98f6e36fd35e498	95925942186;8865784	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324271/LP6005442-DNA_G04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324271/LP6005442-DNA_G04.srt.aln.bam.bai				
ERZ324272	PRJEB9586	SAMEA3302732		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324272/LP6005442-DNA_G07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324272/LP6005442-DNA_G07.srt.aln.bam.bai	2110e724ac611093f77b63aa2470eff8;44a4266a141905880b41434fe91c7764	93886126839;8871392	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324272/LP6005442-DNA_G07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324272/LP6005442-DNA_G07.srt.aln.bam.bai				
ERZ324275	PRJEB9586	SAMEA3302647		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324275/LP6005442-DNA_G11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324275/LP6005442-DNA_G11.srt.aln.bam.bai	64de3cd081caf77d8abccf4e0f482cac;a7ff17bea3b5de415564931b67502457	100736361635;8865760	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324275/LP6005442-DNA_G11.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324275/LP6005442-DNA_G11.srt.aln.bam.bai				
ERZ324277	PRJEB9586	SAMEA3302793		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324277/LP6005442-DNA_H01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324277/LP6005442-DNA_H01.srt.aln.bam.bai	e75907815a12fa24858609716a44c939;2902106776aa13a78363b836cba65764	109905196080;8888984	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324277/LP6005442-DNA_H01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324277/LP6005442-DNA_H01.srt.aln.bam.bai				
ERZ324278	PRJEB9586	SAMEA3302735		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324278/LP6005442-DNA_H03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324278/LP6005442-DNA_H03.srt.aln.bam.bai	6f017cd6b654144286b119aff0da68d9;7f606016a68669e3b0625c0e3d876668	93333519410;8869872	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324278/LP6005442-DNA_H03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324278/LP6005442-DNA_H03.srt.aln.bam.bai				
ERZ324280	PRJEB9586	SAMEA3302774		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324280/LP6005442-DNA_H09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324280/LP6005442-DNA_H09.srt.aln.bam.bai	6e008e207a77f63925263b4e0e5880a4;f60c39cbbb10ba8be40c5c8720f6bb7c	85910259657;8831336	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324280/LP6005442-DNA_H09.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324280/LP6005442-DNA_H09.srt.aln.bam.bai				
ERZ324281	PRJEB9586	SAMEA3302886		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324281/LP6005442-DNA_H10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324281/LP6005442-DNA_H10.srt.aln.bam.bai	98bf42b6c65aa6edc8ed4a97bafb6c82;8b6042bd25319bdc37b55c8b3ea0b790	99115306988;8852984	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324281/LP6005442-DNA_H10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324281/LP6005442-DNA_H10.srt.aln.bam.bai				
ERZ324283	PRJEB9586	SAMEA3302862		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324283/LP6005442-DNA_H12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324283/LP6005442-DNA_H12.srt.aln.bam.bai	22a8cdeae94586a4e145058f6d53b3b2;4065e991c05a6a44b529306df6c9de08	108148542049;8836400	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324283/LP6005442-DNA_H12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324283/LP6005442-DNA_H12.srt.aln.bam.bai				
ERZ324284	PRJEB9586	SAMEA3302737		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324284/LP6005443-DNA_A01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324284/LP6005443-DNA_A01.srt.aln.bam.bai	26f1ae3672f7348483ddfadd3da9ea6a;50ab3e31dbce6df9d23cb6ec4b4bd6e5	123584201515;8897344	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324284/LP6005443-DNA_A01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324284/LP6005443-DNA_A01.srt.aln.bam.bai				
ERZ324289	PRJEB9586	SAMEA3302726		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324289/LP6005443-DNA_A08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324289/LP6005443-DNA_A08.srt.aln.bam.bai	c6c489a3ea0503f5a4d339def85aa08a;6b187f91a9fcc2b583409d7e74a4a591	113663559850;8869792	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324289/LP6005443-DNA_A08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324289/LP6005443-DNA_A08.srt.aln.bam.bai				
ERZ324294	PRJEB9586	SAMEA3302720		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324294/LP6005443-DNA_B04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324294/LP6005443-DNA_B04.srt.aln.bam.bai	6188c511dabd0813eeb93e2fd2fe1721;6d7fd719a0cf8a15672daa68df596d2e	124796089572;8858728	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324294/LP6005443-DNA_B04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324294/LP6005443-DNA_B04.srt.aln.bam.bai				
ERZ324295	PRJEB9586	SAMEA3302859		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324295/LP6005443-DNA_B06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324295/LP6005443-DNA_B06.srt.aln.bam.bai	4b72644f7fdcf986403fac3e4c0f69ef;e2d75959a7365f10fe22265cae5a9abf	127320126812;8869840	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324295/LP6005443-DNA_B06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324295/LP6005443-DNA_B06.srt.aln.bam.bai				
